category,entity,record_count,avg_confidence,sources
Procedure,abdominal examination,6,0.9439166666666666,{'pmc': np.int64(6)}
Procedure,magnetic resonance,6,0.9431666666666666,{'pmc': np.int64(6)}
Procedure,transplant,6,0.9401666666666667,"{'pmc': np.int64(4), 'trec-ct': np.int64(1), 'usmle': np.int64(1)}"
Procedure,chloride,6,0.9356166666666667,"{'pmc': np.int64(4), 'trec-ct': np.int64(2)}"
Procedure,surgical,6,0.9256666666666667,{'pmc': np.int64(6)}
Procedure,kidney,6,0.92345,{'pmc': np.int64(6)}
Procedure,system,6,0.9196833333333334,{'pmc': np.int64(6)}
Procedure,rate,6,0.9104833333333334,{'pmc': np.int64(6)}
Procedure,profile,6,0.9087666666666667,{'pmc': np.int64(6)}
Procedure,insulin,6,0.9037333333333333,"{'pmc': np.int64(5), 'trec-ct': np.int64(1)}"
Procedure,computed,6,0.8942,{'pmc': np.int64(6)}
Procedure,screening,6,0.8889166666666667,{'pmc': np.int64(6)}
Procedure,cardiac,6,0.8756,"{'pmc': np.int64(4), 'trec-ct': np.int64(2)}"
Procedure,needle,6,0.8698166666666666,{'pmc': np.int64(6)}
Procedure,white blood,6,0.8609666666666667,{'pmc': np.int64(6)}
Procedure,injected,6,0.8605833333333334,{'pmc': np.int64(6)}
Procedure,laboratory evaluation,5,0.99992,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,laboratory analysis,5,0.9998799999999999,"{'pmc': np.int64(3), 'trec-ct': np.int64(2)}"
Procedure,ammonia,5,0.9997199999999999,"{'pmc': np.int64(4), 'trec-cds': np.int64(1)}"
Procedure,brain natriuretic peptide,5,0.9997199999999999,{'pmc': np.int64(5)}
Procedure,slit lamp examination,5,0.99954,{'pmc': np.int64(5)}
Procedure,extraction,5,0.9994400000000001,{'pmc': np.int64(5)}
Procedure,serum albumin,5,0.99914,{'pmc': np.int64(5)}
Procedure,cardiac enzyme,5,0.9989000000000001,{'pmc': np.int64(5)}
Procedure,slit lamp,5,0.9986200000000001,{'pmc': np.int64(5)}
Procedure,peripheral blood smear,5,0.9986,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,motor strength,5,0.99838,{'pmc': np.int64(5)}
Procedure,creatine kinase,5,0.99746,{'pmc': np.int64(5)}
Procedure,blood sugar,5,0.99698,{'pmc': np.int64(5)}
Procedure,magnetic resonance angiography,5,0.9959200000000001,{'pmc': np.int64(5)}
Procedure,drained,5,0.9959199999999999,{'pmc': np.int64(5)}
Procedure,mobilization,5,0.99584,{'pmc': np.int64(5)}
Procedure,gram stain,5,0.99544,{'pmc': np.int64(5)}
Procedure,cytokeratin,5,0.99502,{'pmc': np.int64(5)}
Procedure,thyroid stimulating hormone,5,0.99448,"{'pmc': np.int64(3), 'usmle': np.int64(1), 'trec-cds': np.int64(1)}"
Procedure,smooth muscle actin,5,0.9926400000000001,{'pmc': np.int64(5)}
Procedure,uric acid,5,0.9900800000000001,{'pmc': np.int64(5)}
Procedure,nerve conduction study,5,0.9849600000000001,{'pmc': np.int64(5)}
Procedure,cd99,5,0.9839399999999999,{'pmc': np.int64(5)}
Procedure,peripheral smear,5,0.98164,"{'pmc': np.int64(4), 'usmle': np.int64(1)}"
Procedure,needle aspiration,5,0.97966,{'pmc': np.int64(5)}
Procedure,surgical intervention,5,0.9794600000000001,{'pmc': np.int64(5)}
Procedure,urine output,5,0.97772,"{'pmc': np.int64(3), 'trec-cds': np.int64(2)}"
Procedure,copper,5,0.97636,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,glasgow coma,5,0.97568,{'pmc': np.int64(5)}
Procedure,volume,5,0.9751799999999999,{'pmc': np.int64(5)}
Procedure,head circumference,5,0.97514,"{'pmc': np.int64(3), 'trec-ct': np.int64(2)}"
Procedure,egfr,5,0.9693799999999999,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,electrophoresis,5,0.96592,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,length,5,0.96038,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,bypass,5,0.9601599999999999,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,thyroidectomy,5,0.9598800000000001,"{'pmc': np.int64(4), 'trec-ct': np.int64(1)}"
Procedure,osteotomy,5,0.95914,{'pmc': np.int64(5)}
Procedure,plasma cell,5,0.9571200000000001,{'pmc': np.int64(5)}
Procedure,heart sound,5,0.9551400000000001,"{'pmc': np.int64(4), 'trec-cds': np.int64(1)}"
Procedure,motor,5,0.95448,{'pmc': np.int64(5)}
Procedure,spo2,5,0.95272,{'pmc': np.int64(5)}
Procedure,intubation,5,0.9479599999999999,{'pmc': np.int64(5)}
Procedure,screw,5,0.9418599999999999,{'pmc': np.int64(5)}
Procedure,hiv,5,0.9402800000000001,{'pmc': np.int64(5)}
Procedure,cd31,5,0.9400999999999999,{'pmc': np.int64(5)}
Procedure,fluid,5,0.93972,"{'pmc': np.int64(4), 'usmle': np.int64(1)}"
Procedure,mechanical ventilation,5,0.93932,{'pmc': np.int64(5)}
Procedure,bypass graft,5,0.93862,"{'pmc': np.int64(3), 'trec-ct': np.int64(1), 'trec-cds': np.int64(1)}"
Procedure,hepatitis,5,0.93344,"{'pmc': np.int64(4), 'trec-cds': np.int64(1)}"
Procedure,physical therapy,5,0.93078,"{'pmc': np.int64(3), 'usmle': np.int64(1), 'trec-cds': np.int64(1)}"
Procedure,plasmapheresis,5,0.93036,{'pmc': np.int64(5)}
Procedure,blood cell count,5,0.92834,{'pmc': np.int64(5)}
Procedure,cd68,5,0.92634,{'pmc': np.int64(5)}
Procedure,blood sample,5,0.9231400000000001,{'pmc': np.int64(5)}
Procedure,microscopy,5,0.92276,{'pmc': np.int64(5)}
Procedure,harvested,5,0.9226800000000001,{'pmc': np.int64(5)}
Procedure,removal,5,0.92242,{'pmc': np.int64(5)}
Procedure,chemotherapy,5,0.9172399999999999,{'pmc': np.int64(5)}
Procedure,function,5,0.9149,{'pmc': np.int64(5)}
Procedure,swab,5,0.9059000000000001,{'pmc': np.int64(5)}
Procedure,pulmonary,5,0.90534,{'pmc': np.int64(5)}
Procedure,coronary intervention,5,0.90428,{'pmc': np.int64(5)}
Procedure,compression,5,0.90174,{'pmc': np.int64(5)}
Procedure,status,5,0.90012,"{'pmc': np.int64(4), 'trec-cds': np.int64(1)}"
Procedure,evaluated,5,0.87408,{'pmc': np.int64(5)}
Procedure,acid,5,0.8138,{'pmc': np.int64(5)}
Procedure,alpha-fetoprotein,4,0.999825,{'pmc': np.int64(4)}
Procedure,plasma glucose,4,0.99975,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,ki-67,4,0.99965,{'pmc': np.int64(4)}
Procedure,blood flow,4,0.999125,{'pmc': np.int64(4)}
Procedure,serum protein,4,0.9989,{'pmc': np.int64(4)}
Procedure,microcatheter,4,0.9982,{'pmc': np.int64(4)}
Procedure,sensory,4,0.9977750000000001,{'pmc': np.int64(4)}
Procedure,histological analysis,4,0.997175,{'pmc': np.int64(4)}
Procedure,lipase,4,0.99705,{'pmc': np.int64(4)}
Procedure,molecular analysis,4,0.9968250000000001,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,computed tomographic scan,4,0.99635,{'pmc': np.int64(4)}
Procedure,ultrasound examination,4,0.99585,{'pmc': np.int64(4)}
Procedure,iron,4,0.995775,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,prolactin,4,0.995675,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,t2-weighted image,4,0.99475,{'pmc': np.int64(4)}
Procedure,plasma exchange,4,0.994425,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,peripheral blood,4,0.994275,{'pmc': np.int64(4)}
Procedure,triglyceride,4,0.9923500000000001,{'pmc': np.int64(4)}
Procedure,free thyroxine,4,0.98965,{'pmc': np.int64(4)}
Procedure,elisa,4,0.9888,{'pmc': np.int64(4)}
Procedure,biochemical investigation,4,0.98875,{'pmc': np.int64(4)}
Procedure,mobility,4,0.98855,{'pmc': np.int64(4)}
Procedure,biochemistry,4,0.988225,{'pmc': np.int64(4)}
Procedure,pathological examination,4,0.98775,{'pmc': np.int64(4)}
Procedure,blood urea,4,0.987725,{'pmc': np.int64(4)}
Procedure,bowel sound,4,0.9860500000000001,"{'trec-ct': np.int64(2), 'pmc': np.int64(2)}"
Procedure,bone marrow aspirate,4,0.98505,{'pmc': np.int64(4)}
Procedure,body mass index,4,0.984475,{'pmc': np.int64(4)}
Procedure,hematological and,4,0.9841,{'pmc': np.int64(4)}
Procedure,reticulocyte count,4,0.98325,{'pmc': np.int64(4)}
Procedure,bronchoalveolar lavage,4,0.9832000000000001,"{'trec-cds': np.int64(2), 'pmc': np.int64(2)}"
Procedure,urine sample,4,0.983075,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,lung,4,0.980025,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,cell count,4,0.97965,{'pmc': np.int64(4)}
Procedure,free t4,4,0.9786250000000001,"{'trec-ct': np.int64(2), 'pmc': np.int64(2)}"
Procedure,surgical excision,4,0.977525,{'pmc': np.int64(4)}
Procedure,transfused,4,0.975275,{'pmc': np.int64(4)}
Procedure,neutrophil,4,0.97455,{'pmc': np.int64(4)}
Procedure,gastrectomy,4,0.9742999999999999,{'pmc': np.int64(4)}
Procedure,visual field,4,0.973625,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,histological finding,4,0.972125,{'pmc': np.int64(4)}
Procedure,positron emission tomography,4,0.9714,{'pmc': np.int64(4)}
Procedure,digital subtraction angiography,4,0.971175,{'pmc': np.int64(4)}
Procedure,sonogram,4,0.9704,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,laparoscopy,4,0.97035,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,speech,4,0.9701,{'pmc': np.int64(4)}
Procedure,strength,4,0.967325,{'pmc': np.int64(4)}
Procedure,neurological,4,0.9657,{'pmc': np.int64(4)}
Procedure,acth,4,0.965475,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,cognitive function,4,0.960375,{'pmc': np.int64(4)}
Procedure,cardiopulmonary bypass,4,0.95865,{'pmc': np.int64(4)}
Procedure,protein s,4,0.95635,{'pmc': np.int64(4)}
Procedure,mood,4,0.955675,"{'pmc': np.int64(2), 'trec-ct': np.int64(2)}"
Procedure,nasogastric tube,4,0.955225,{'pmc': np.int64(4)}
Procedure,assay,4,0.954975,{'pmc': np.int64(4)}
Procedure,cast,4,0.9546250000000001,{'pmc': np.int64(4)}
Procedure,ki67,4,0.950825,{'pmc': np.int64(4)}
Procedure,smear,4,0.9493,{'pmc': np.int64(4)}
Procedure,renal function test,4,0.946025,{'pmc': np.int64(4)}
Procedure,gross examination,4,0.9450000000000001,{'pmc': np.int64(4)}
Procedure,cd19,4,0.943725,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,oxygen requirement,4,0.942275,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,serum potassium,4,0.941375,{'pmc': np.int64(4)}
Procedure,magnetic,4,0.93935,{'pmc': np.int64(4)}
Procedure,international normalized ratio,4,0.939125,{'pmc': np.int64(4)}
Procedure,anticoagulation,4,0.938275,{'pmc': np.int64(4)}
Procedure,hematoxylin,4,0.936725,{'pmc': np.int64(4)}
Procedure,breathing,4,0.936125,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,sinus rhythm,4,0.93115,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,cortisol,4,0.9244,{'pmc': np.int64(4)}
Procedure,arterial blood,4,0.9141,{'pmc': np.int64(4)}
Procedure,physical,4,0.913,"{'pmc': np.int64(2), 'usmle': np.int64(1), 'trec-ct': np.int64(1)}"
Procedure,gait,4,0.90755,{'pmc': np.int64(4)}
Procedure,healing,4,0.898325,{'pmc': np.int64(4)}
Procedure,white cell,4,0.897975,{'pmc': np.int64(4)}
Procedure,view,4,0.8972,{'pmc': np.int64(4)}
Procedure,operation,4,0.895975,{'pmc': np.int64(4)}
Procedure,stabilization,4,0.89545,{'pmc': np.int64(4)}
Procedure,aspiration,4,0.8952,{'pmc': np.int64(4)}
Procedure,reflex,4,0.89325,{'pmc': np.int64(4)}
Procedure,sheath,4,0.88585,{'pmc': np.int64(4)}
Procedure,bowel movement,4,0.88475,"{'trec-ct': np.int64(2), 'pmc': np.int64(1), 'trec-cds': np.int64(1)}"
Procedure,autopsy,4,0.8832,{'pmc': np.int64(4)}
Procedure,injection,4,0.862025,{'pmc': np.int64(4)}
Procedure,dialysis,4,0.854825,"{'pmc': np.int64(3), 'trec-ct': np.int64(1)}"
Procedure,assessment,4,0.854425,{'pmc': np.int64(4)}
Procedure,ileostomy,4,0.852075,{'pmc': np.int64(4)}
Procedure,human,4,0.845225,{'pmc': np.int64(4)}
Procedure,excision,4,0.8419749999999999,{'pmc': np.int64(4)}
Procedure,field,4,0.840375,"{'pmc': np.int64(3), 'trec-cds': np.int64(1)}"
Procedure,course,4,0.82305,{'pmc': np.int64(4)}
Procedure,laser,4,0.81075,{'pmc': np.int64(4)}
Procedure,treated,4,0.8083,{'pmc': np.int64(4)}
Procedure,clinical,4,0.7482,{'pmc': np.int64(4)}
Procedure,nutrition,4,0.739275,{'pmc': np.int64(4)}
Procedure,echo,3,0.9998999999999999,"{'trec-cds': np.int64(1), 'trec-ct': np.int64(1), 'pmc': np.int64(1)}"
Procedure,fluorescent in situ hybridization,3,0.9998999999999999,{'pmc': np.int64(3)}
Procedure,laboratory exam,3,0.9998666666666667,{'pmc': np.int64(3)}
Procedure,ki-67 index,3,0.9998,{'pmc': np.int64(3)}
Procedure,ck20,3,0.9997666666666666,{'pmc': np.int64(3)}
Procedure,mental status,3,0.9997333333333334,{'pmc': np.int64(3)}
Procedure,rbc,3,0.9997333333333334,"{'pmc': np.int64(1), 'usmle': np.int64(1), 'trec-cds': np.int64(1)}"
Procedure,surgical removal,3,0.9997333333333334,{'pmc': np.int64(3)}
Procedure,thyroid profile,3,0.9997000000000001,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,fluid analysis,3,0.9996333333333333,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,vital parameter,3,0.9996333333333333,{'pmc': np.int64(3)}
Procedure,urine analysis,3,0.9995666666666666,{'pmc': np.int64(3)}
Procedure,electron microscopy,3,0.9994999999999999,{'pmc': np.int64(3)}
Procedure,sars-cov-2 test,3,0.9994666666666667,{'pmc': np.int64(3)}
Procedure,serum bilirubin,3,0.9994333333333333,{'pmc': np.int64(3)}
Procedure,magnetic resonance cholangiopancreatography,3,0.9994000000000001,{'pmc': np.int64(3)}
Procedure,sputum culture,3,0.9994,{'pmc': np.int64(3)}
Procedure,tone,3,0.9993,{'pmc': np.int64(3)}
Procedure,imaging study,3,0.9988666666666667,{'pmc': np.int64(3)}
Procedure,red blood cell,3,0.9987333333333334,{'pmc': np.int64(3)}
Procedure,lab test,3,0.9984666666666667,"{'trec-cds': np.int64(2), 'pmc': np.int64(1)}"
Procedure,computed tomography angiography,3,0.9982333333333333,"{'pmc': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,b-scan,3,0.9977333333333332,{'pmc': np.int64(3)}
Procedure,cd117,3,0.9975333333333333,{'pmc': np.int64(3)}
Procedure,serum protein electrophoresis,3,0.9973666666666667,{'pmc': np.int64(3)}
Procedure,mammography,3,0.9969,{'pmc': np.int64(3)}
Procedure,ck-mb,3,0.9966666666666667,"{'pmc': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,pupil,3,0.9962666666666666,{'pmc': np.int64(3)}
Procedure,blood smear,3,0.9962,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,health,3,0.9960666666666667,"{'pmc': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,total cholesterol,3,0.9957666666666668,{'pmc': np.int64(3)}
Procedure,full blood count,3,0.9954666666666667,{'pmc': np.int64(3)}
Procedure,biomicroscopy,3,0.9944666666666667,{'pmc': np.int64(3)}
Procedure,mental status examination,3,0.9936333333333334,{'pmc': np.int64(3)}
Procedure,external examination,3,0.9934666666666666,{'pmc': np.int64(3)}
Procedure,urine dipstick,3,0.9925666666666667,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,saline,3,0.9924666666666666,{'pmc': np.int64(3)}
Procedure,lipid profile,3,0.9922666666666666,{'pmc': np.int64(3)}
Procedure,o2 saturation,3,0.9920333333333334,{'pmc': np.int64(3)}
Procedure,factor,3,0.9914999999999999,{'pmc': np.int64(3)}
Procedure,skeletal survey,3,0.9914000000000001,{'pmc': np.int64(3)}
Procedure,phosphate,3,0.9913333333333334,{'pmc': np.int64(3)}
Procedure,x ray,3,0.9909,{'pmc': np.int64(3)}
Procedure,slit-lamp examination,3,0.9905333333333334,{'pmc': np.int64(3)}
Procedure,caesarean section,3,0.9903333333333334,"{'pmc': np.int64(2), 'usmle': np.int64(1)}"
Procedure,fundus examination,3,0.9890333333333333,{'pmc': np.int64(3)}
Procedure,biochemical parameter,3,0.9888666666666666,{'pmc': np.int64(3)}
Procedure,hand motion,3,0.9859333333333332,{'pmc': np.int64(3)}
Procedure,total leukocyte count,3,0.9850666666666666,{'pmc': np.int64(3)}
Procedure,digital,3,0.9838333333333334,{'pmc': np.int64(3)}
Procedure,cholecystectomy,3,0.9836333333333332,{'pmc': np.int64(3)}
Procedure,hemoglobin concentration,3,0.9830666666666668,"{'pmc': np.int64(2), 'usmle': np.int64(1)}"
Procedure,prostate-specific antigen,3,0.9830666666666668,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,complete blood cell count,3,0.9828666666666667,"{'trec-ct': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,quality of life,3,0.9824,{'pmc': np.int64(3)}
Procedure,sensory examination,3,0.9796999999999999,{'pmc': np.int64(3)}
Procedure,karyotype,3,0.9794666666666666,{'pmc': np.int64(3)}
Procedure,troponin,3,0.9790666666666666,{'pmc': np.int64(3)}
Procedure,c reactive protein,3,0.9790333333333333,{'pmc': np.int64(3)}
Procedure,fnac,3,0.9788666666666668,"{'pmc': np.int64(2), 'usmle': np.int64(1)}"
Procedure,serum analysis,3,0.9782666666666667,{'pmc': np.int64(3)}
Procedure,carcinoembryonic antigen,3,0.9781666666666666,{'pmc': np.int64(3)}
Procedure,genotyping,3,0.9779666666666667,{'pmc': np.int64(3)}
Procedure,clinical condition,3,0.9779,{'pmc': np.int64(3)}
Procedure,vitamin b12,3,0.9759000000000001,{'pmc': np.int64(3)}
Procedure,nasal endoscopy,3,0.9757666666666666,{'pmc': np.int64(3)}
Procedure,iv,3,0.9751333333333333,"{'usmle': np.int64(2), 'pmc': np.int64(1)}"
Procedure,surgical treatment,3,0.9743,{'pmc': np.int64(3)}
Procedure,ca19-9,3,0.9740000000000001,{'pmc': np.int64(3)}
Procedure,plain film,3,0.9732666666666666,{'pmc': np.int64(3)}
Procedure,antithrombin,3,0.9730333333333334,{'pmc': np.int64(3)}
Procedure,body,3,0.9711666666666666,{'pmc': np.int64(3)}
Procedure,inflammatory,3,0.9708333333333333,{'pmc': np.int64(3)}
Procedure,mutational analysis,3,0.9708333333333333,{'pmc': np.int64(3)}
Procedure,lab result,3,0.9705666666666667,{'trec-ct': np.int64(3)}
Procedure,biochemical profile,3,0.9682333333333334,"{'pmc': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,light microscopy,3,0.9681333333333333,{'pmc': np.int64(3)}
Procedure,synaptophysin,3,0.9678333333333334,{'pmc': np.int64(3)}
Procedure,leukocyte count,3,0.9673666666666666,"{'pmc': np.int64(2), 'usmle': np.int64(1)}"
Procedure,central venous pressure,3,0.9672333333333333,{'pmc': np.int64(3)}
Procedure,upper endoscopy,3,0.9664666666666667,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,cystectomy,3,0.9655,{'pmc': np.int64(3)}
Procedure,deep tendon reflex,3,0.9634333333333333,{'pmc': np.int64(3)}
Procedure,endotracheal tube,3,0.9629,{'pmc': np.int64(3)}
Procedure,forced expiratory volume,3,0.9628666666666668,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,prothrombin time,3,0.9625333333333334,{'pmc': np.int64(3)}
Procedure,hormone,3,0.9619333333333332,{'pmc': np.int64(3)}
Procedure,laparotomy,3,0.9607333333333333,{'pmc': np.int64(3)}
Procedure,saturation,3,0.9585666666666667,{'pmc': np.int64(3)}
Procedure,kappa,3,0.9571,{'pmc': np.int64(3)}
Procedure,serum ferritin,3,0.9554666666666667,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,extubated,3,0.9539,{'pmc': np.int64(3)}
Procedure,pet scan,3,0.9538666666666668,"{'pmc': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,surface antigen,3,0.9534666666666668,{'pmc': np.int64(3)}
Procedure,parathyroid hormone,3,0.9533,{'pmc': np.int64(3)}
Procedure,nuclei,3,0.9531333333333333,{'pmc': np.int64(3)}
Procedure,enteral nutrition,3,0.9527,{'pmc': np.int64(3)}
Procedure,growth hormone,3,0.9519333333333334,{'pmc': np.int64(3)}
Procedure,skin biopsy,3,0.9500666666666667,{'pmc': np.int64(3)}
Procedure,signal intensity,3,0.9491,{'pmc': np.int64(3)}
Procedure,decompression,3,0.949,{'pmc': np.int64(3)}
Procedure,parameter,3,0.9484666666666667,{'pmc': np.int64(3)}
Procedure,band,3,0.9478666666666666,{'pmc': np.int64(3)}
Procedure,cryptococcal antigen,3,0.9476999999999999,{'pmc': np.int64(3)}
Procedure,dressing,3,0.9443666666666667,{'pmc': np.int64(3)}
Procedure,intervention,3,0.9438333333333334,{'pmc': np.int64(3)}
Procedure,factor viii,3,0.9407,{'pmc': np.int64(3)}
Procedure,cesarean section,3,0.9406,{'pmc': np.int64(3)}
Procedure,bypass grafting,3,0.9400000000000001,{'pmc': np.int64(3)}
Procedure,cd30,3,0.9387333333333333,{'pmc': np.int64(3)}
Procedure,posterior,3,0.9374333333333333,{'pmc': np.int64(3)}
Procedure,gonadotropin,3,0.9350333333333333,"{'pmc': np.int64(1), 'trec-cds': np.int64(1), 'usmle': np.int64(1)}"
Procedure,s100,3,0.9349,{'pmc': np.int64(3)}
Procedure,fixation,3,0.9335,{'pmc': np.int64(3)}
Procedure,thyroid function,3,0.9295333333333334,{'pmc': np.int64(3)}
Procedure,diffusion,3,0.9258666666666667,{'pmc': np.int64(3)}
Procedure,complement,3,0.9232,{'pmc': np.int64(3)}
Procedure,level,3,0.9228,{'pmc': np.int64(3)}
Procedure,ejection fraction,3,0.9222999999999999,{'pmc': np.int64(3)}
Procedure,shunt,3,0.9205,{'pmc': np.int64(3)}
Procedure,exploration,3,0.9176666666666667,{'pmc': np.int64(3)}
Procedure,pulmonary function,3,0.9158666666666667,{'pmc': np.int64(3)}
Procedure,other,3,0.9121666666666667,{'pmc': np.int64(3)}
Procedure,bone density,3,0.9118333333333334,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,serology,3,0.9105,{'pmc': np.int64(3)}
Procedure,perfusion,3,0.9102,{'pmc': np.int64(3)}
Procedure,ventilator,3,0.9075333333333333,{'pmc': np.int64(3)}
Procedure,rest,3,0.9059666666666667,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,head,3,0.9037999999999999,"{'pmc': np.int64(2), 'trec-cds': np.int64(1)}"
Procedure,exercise,3,0.9033333333333333,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,bicarbonate,3,0.9020666666666667,{'pmc': np.int64(3)}
Procedure,alanine,3,0.8987333333333334,{'pmc': np.int64(3)}
Procedure,time,3,0.8978,{'pmc': np.int64(3)}
Procedure,abdomen,3,0.8940333333333333,{'pmc': np.int64(3)}
Procedure,contrast medium,3,0.8883666666666666,{'pmc': np.int64(3)}
Procedure,inspection,3,0.8879333333333334,"{'pmc': np.int64(2), 'usmle': np.int64(1)}"
Procedure,fundus,3,0.8855000000000001,{'pmc': np.int64(3)}
Procedure,review,3,0.8848333333333334,{'pmc': np.int64(3)}
Procedure,washout,3,0.8839333333333332,{'pmc': np.int64(3)}
Procedure,correction,3,0.8797,{'pmc': np.int64(3)}
Procedure,stain,3,0.8734666666666667,{'pmc': np.int64(3)}
Procedure,abdominal,3,0.8637,{'pmc': np.int64(3)}
Procedure,count,3,0.8599333333333333,{'pmc': np.int64(3)}
Procedure,muscle,3,0.8594666666666667,{'pmc': np.int64(3)}
Procedure,membrane,3,0.8546666666666667,{'pmc': np.int64(3)}
Procedure,separation,3,0.8542,{'pmc': np.int64(3)}
Procedure,scale,3,0.8504,"{'pmc': np.int64(2), 'trec-ct': np.int64(1)}"
Procedure,thyroid-stimulating hormone,3,0.8359,{'pmc': np.int64(3)}
Procedure,anterior,3,0.8323333333333333,{'pmc': np.int64(3)}
Procedure,anesthesia,3,0.8319,{'pmc': np.int64(3)}
Procedure,viral load,3,0.8294666666666667,{'pmc': np.int64(3)}
Procedure,life,3,0.8247666666666666,{'pmc': np.int64(3)}
Procedure,remove,3,0.8192666666666666,"{'trec-ct': np.int64(1), 'pmc': np.int64(1), 'usmle': np.int64(1)}"
Procedure,donor,3,0.8181666666666666,{'pmc': np.int64(3)}
Procedure,size,3,0.8132333333333334,{'pmc': np.int64(3)}
Procedure,psychiatric evaluation,3,0.8125666666666667,{'pmc': np.int64(3)}
Procedure,proliferation index,3,0.8099666666666666,{'pmc': np.int64(3)}
Procedure,finger,3,0.7969333333333334,{'pmc': np.int64(3)}
Procedure,prosthesis,3,0.7930999999999999,{'pmc': np.int64(3)}
Procedure,walking,3,0.7804333333333333,{'pmc': np.int64(3)}
Procedure,bearing,3,0.7612666666666668,{'pmc': np.int64(3)}
Procedure,analysis,3,0.7552333333333333,{'pmc': np.int64(3)}
Procedure,anterior approach,3,0.6911,{'pmc': np.int64(3)}
Procedure,block,3,0.6490333333333334,{'pmc': np.int64(3)}
Procedure,aldolase,2,0.9999,{'pmc': np.int64(2)}
Procedure,blood examination,2,0.9999,{'pmc': np.int64(2)}
Procedure,blood gas analysis,2,0.9999,{'pmc': np.int64(2)}
Procedure,cd4 count,2,0.9999,{'pmc': np.int64(2)}
Procedure,chemistry,2,0.9999,{'pmc': np.int64(2)}
Procedure,cognitive assessment,2,0.9999,{'pmc': np.int64(2)}
Procedure,finger-nose test,2,0.9999,{'pmc': np.int64(2)}
Procedure,phosphorus,2,0.9999,{'pmc': np.int64(2)}
Procedure,skin examination,2,0.9999,"{'pmc': np.int64(1), 'trec-ct': np.int64(1)}"
Procedure,visual field testing,2,0.9999,{'pmc': np.int64(2)}
Procedure,fine-needle aspiration,2,0.99985,{'pmc': np.int64(2)}
Procedure,leucocyte count,2,0.99985,{'pmc': np.int64(2)}
Procedure,magnetic resonance angiogram,2,0.99985,"{'trec-cds': np.int64(1), 'pmc': np.int64(1)}"
Procedure,peripheral blood film,2,0.99985,{'pmc': np.int64(2)}
Procedure,blood work,2,0.9998,{'pmc': np.int64(2)}
Procedure,external fixator,2,0.9998,{'pmc': np.int64(2)}
Procedure,general health,2,0.9998,{'pmc': np.int64(2)}
Procedure,genetic analysis,2,0.9998,{'pmc': np.int64(2)}
Procedure,hemogram,2,0.9998,{'pmc': np.int64(2)}
Procedure,karyotyping,2,0.9998,{'pmc': np.int64(2)}
Procedure,laboratory work,2,0.9998,{'pmc': np.int64(2)}
Procedure,primary evaluation,2,0.9998,{'trec-ct': np.int64(2)}
